,contributor,type,confidence,events,NA,NT,NOR,ORR,DCA_mean,DCA_median,DCA_std,DCA_gini,NAR_mean,NAR_median,NAR_gini,NAR_IQR,NTR_mean,NTR_median,NTR_std,NTR_gini,NCAR_mean,NCAR_std,NCAR_IQR,DCAR_mean,DCAR_median,DCAR_std,DCAR_IQR,DAAR_mean,DAAR_median,DAAR_std,DAAR_gini,DAAR_IQR,DCAT_mean,DCAT_median,DCAT_std,DCAT_gini,DCAT_IQR,NAT_mean,NAT_median,NAT_std,NAT_gini,NAT_IQR
34,mkardous-silabs,Human,0.786,100,91,9,4,1.0,1.919,0.036,7.91,0.912,22.75,25.0,0.239,15.25,4.0,3.5,1.414,0.156,2.844,2.864,2.25,1.353,0.005,3.573,0.427,4.174,0.263,12.819,0.87,1.438,2.477,0.053,8.974,0.895,0.841,10.111,11.0,6.092,0.315,9.0
35,MiriamAparicio,Human,0.945,100,80,12,3,1.0,12.46,1.031,27.829,0.811,26.667,29.0,0.325,19.5,5.0,3.0,3.464,0.267,2.353,2.028,1.75,20.419,0.0,41.488,19.632,8.791,0.874,18.983,0.808,2.573,13.273,1.067,29.834,0.809,10.586,6.667,3.0,7.655,0.506,5.25
36,angorayc,Human,0.816,100,87,7,3,1.0,4.18,0.343,11.439,0.843,29.0,28.0,0.299,19.5,3.333,3.0,1.528,0.2,1.851,1.285,1.0,4.683,0.0,14.616,0.191,3.03,0.511,6.016,0.769,2.416,2.987,0.487,5.906,0.77,2.404,12.429,7.0,14.081,0.43,4.5
37,jeffoverflow,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
38,benlangmuir,Human,0.808,100,86,8,3,0.6,7.911,0.085,21.401,0.876,17.2,12.0,0.2,13.0,3.8,3.0,1.095,0.126,1.686,0.99,1.0,1.083,0.0,4.429,0.02,12.343,0.202,26.803,0.83,2.133,9.172,0.096,23.545,0.869,1.69,10.75,10.0,5.676,0.244,2.5
39,baronfel,Human,0.938,100,76,11,4,0.4,0.959,0.058,3.022,0.871,7.6,4.0,0.584,8.75,3.0,2.5,2.211,0.373,2.375,3.035,2.0,0.66,0.0,2.721,0.091,1.638,0.148,4.288,0.826,0.746,0.992,0.066,3.212,0.87,0.325,6.909,5.0,5.991,0.428,5.5
40,neptunian,Human,0.926,100,80,9,3,1.0,4.574,0.754,12.914,0.815,26.667,29.0,0.242,14.5,3.333,2.0,3.215,0.4,1.778,1.444,1.0,3.595,0.0,14.82,0.647,4.536,1.001,10.584,0.769,2.833,4.332,0.774,9.941,0.779,2.476,8.889,5.0,10.671,0.525,6.0
41,WebworkrNet,Human,0.269,85,85,4,5,0.556,25.064,0.485,55.81,0.79,9.444,3.0,0.622,11.0,1.667,2.0,0.707,0.207,3.269,3.219,3.75,18.903,0.295,46.936,12.147,64.557,39.073,87.261,0.594,75.787,31.175,3.117,66.075,0.761,32.913,21.25,14.0,25.889,0.556,31.75
42,rfranzke,Human,0.911,100,75,7,3,1.0,6.776,0.057,39.101,0.952,25.0,11.0,0.533,30.0,3.0,3.0,2.0,0.296,5.769,8.497,4.0,13.059,0.113,28.588,3.589,27.637,0.059,95.141,0.914,0.23,13.782,0.213,58.076,0.931,0.892,10.714,2.0,13.022,0.575,17.5
43,jupierce,Human,0.073,297,238,7,3,0.13,5.165,0.202,15.087,0.863,10.348,8.0,0.503,12.0,2.304,2.0,1.02,0.235,1.845,2.101,1.0,1.513,0.0,7.281,0.006,8.037,0.88,19.015,0.813,4.35,7.769,0.676,18.894,0.821,3.979,34.0,25.0,24.434,0.373,31.5
44,mcastorina,Human,0.918,299,216,9,2,1.0,6.398,0.061,19.828,0.891,108.0,108.0,0.495,107.0,4.5,4.5,4.95,0.389,72.0,72.547,72.5,369.365,236.676,450.609,435.71,133.713,133.713,57.977,0.153,40.996,7.538,0.095,22.527,0.883,2.59,24.0,14.0,26.819,0.51,20.0
45,kaydelaney,Human,0.769,100,82,10,1,0.5,4.436,0.151,13.716,0.869,41.0,41.0,0.305,25.0,7.5,7.5,2.121,0.1,5.125,6.898,1.5,16.47,0.133,39.536,1.437,6.386,4.335,7.445,0.587,8.168,4.752,0.192,14.212,0.863,1.309,8.2,9.0,6.233,0.4,11.25
46,U-c0de,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
47,smcvb,Human,0.851,100,75,10,2,0.4,0.946,0.005,4.061,0.944,15.0,15.0,0.427,20.0,4.0,3.0,2.449,0.3,5.769,8.671,3.0,0.262,0.009,0.469,0.424,5.549,0.531,9.034,0.726,6.217,1.587,0.011,5.192,0.909,0.107,7.5,2.5,8.073,0.535,13.25
48,cf-gitbot,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
49,UriHerrera,Human,0.898,200,199,8,5,0.25,8.4,0.404,26.467,0.857,9.95,3.0,0.635,14.25,1.65,1.0,1.182,0.308,2.689,3.105,2.0,5.129,0.0,14.129,1.525,17.585,2.535,40.661,0.787,13.133,13.101,0.889,32.55,0.813,10.174,24.875,3.5,58.706,0.774,4.25
50,timmc-edx,Human,0.953,100,84,13,6,0.545,7.049,0.327,16.452,0.828,7.636,1.0,0.639,7.5,3.909,1.0,3.807,0.478,2.71,1.953,3.0,7.509,0.01,23.474,1.697,11.743,2.253,18.516,0.693,17.846,6.901,0.291,16.584,0.833,2.826,6.462,5.0,3.688,0.308,6.0
51,germanattanasio,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
52,abizjak,Unknown,-,3,3,2,3,1.0,51.506,51.506,39.459,0.271,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,51.506,51.506,39.459,0.271,27.902,79.408,79.408,0.0,0.0,0.0,1.5,1.5,0.707,0.167,0.5
53,robcasloz,Invalid,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
54,linonetwo,Human,0.834,100,98,11,12,0.414,4.13,0.67,7.522,0.738,3.379,2.0,0.505,3.0,1.483,1.0,0.785,0.237,1.324,0.622,0.0,1.734,0.0,8.254,0.0,3.729,1.051,5.308,0.664,6.27,2.964,0.455,5.196,0.731,3.623,8.909,3.0,15.795,0.659,7.5
55,dmitrii-zolotukhin,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
56,RyanUnderhill,Human,0.871,100,83,10,1,0.5,17.064,0.808,36.868,0.815,41.5,41.5,0.428,35.5,5.5,5.5,6.364,0.409,16.6,17.401,29.0,235.129,70.186,291.372,203.369,55.895,52.231,48.222,0.406,38.655,23.125,1.605,43.831,0.777,21.483,8.3,8.0,6.237,0.392,6.25
57,doeg,Unknown,-,2,2,2,2,1.0,992.826,992.826,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,992.826,992.826,0.0,0.0,0.0,992.826,992.826,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
58,verult,Unknown,-,4,3,3,1,1.0,920.382,920.382,1301.457,0.5,3.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,1840.765,1840.765,0.0,0.0,,,0.0,0.0,,920.382,920.382,1301.457,0.5,920.269,1.0,1.0,0.0,0.0,0.0
59,aryx,Human,0.937,100,85,10,3,0.333,6.284,0.061,21.079,0.873,9.444,8.0,0.497,14.0,3.556,4.0,2.351,0.347,3.036,2.396,3.0,8.625,0.037,33.744,2.588,10.606,1.964,16.056,0.681,14.787,6.823,0.031,22.745,0.877,2.749,8.5,7.0,5.017,0.312,5.25
60,ilya-fedin,Human,0.832,100,97,9,6,0.6,1.136,0.155,2.479,0.791,9.7,3.0,0.648,7.25,1.8,1.5,0.919,0.256,2.694,3.6,2.0,1.527,0.0,3.127,0.473,1.546,0.453,2.959,0.735,1.269,1.462,0.266,2.975,0.77,1.175,10.778,6.0,16.239,0.582,7.0
61,hubwriter,Human,0.92,26,23,6,6,1.0,60.987,0.209,110.251,0.759,3.833,1.0,0.601,0.75,1.667,1.0,1.633,0.333,2.3,1.337,2.75,81.446,0.904,121.377,191.227,58.584,0.142,115.993,0.783,1.4,55.455,0.142,110.366,0.786,0.876,3.833,3.5,1.472,0.196,1.75
62,prjemian,Human,0.924,100,89,10,3,0.25,0.887,0.039,2.993,0.88,7.417,2.0,0.537,8.75,3.583,2.0,2.429,0.335,3.179,2.653,1.25,0.831,0.013,3.009,0.149,2.03,0.381,4.442,0.773,1.775,0.712,0.032,2.257,0.85,0.372,8.9,6.5,7.838,0.453,9.75
63,Amanieu,Human,0.917,100,85,9,3,0.375,2.686,0.078,7.286,0.85,10.625,4.5,0.522,20.0,3.0,2.5,2.204,0.375,2.297,1.97,2.0,1.562,0.0,4.638,0.173,4.662,0.405,9.972,0.786,4.817,2.891,0.073,8.4,0.87,0.97,9.444,6.0,9.671,0.46,4.0
64,simonemainardi,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
65,zhangguanzhang,Human,0.895,100,99,9,34,0.739,13.551,3.621,22.373,0.704,2.152,1.0,0.483,0.0,1.087,1.0,0.285,0.073,1.523,1.133,0.0,2.193,0.0,8.038,0.0,18.523,11.228,25.35,0.614,21.824,19.216,13.489,26.371,0.614,21.668,11.0,4.0,14.379,0.581,16.0
66,HotelCalifornia,Human,0.826,26,23,6,2,1.0,21.779,0.512,50.477,0.839,11.5,11.5,0.413,9.5,3.0,3.0,1.414,0.167,7.667,8.963,8.0,104.159,147.963,90.523,82.19,83.331,83.331,117.02,0.496,82.746,29.28,0.48,63.234,0.813,3.19,3.833,1.0,6.014,0.587,1.5
67,muniter,Human,0.962,39,36,10,10,0.769,53.86,12.529,134.145,0.788,2.769,1.0,0.436,3.0,2.0,1.0,1.414,0.337,1.636,0.953,1.0,6.778,0.0,19.176,0.561,82.666,21.288,167.997,0.731,116.848,33.035,7.82,54.212,0.727,39.758,3.6,2.0,3.748,0.444,1.5
68,sroychow,Human,0.901,40,32,6,4,0.667,63.777,0.165,138.192,0.831,5.333,4.5,0.427,5.5,2.333,2.5,1.211,0.262,2.909,1.868,2.0,74.195,0.188,172.597,46.893,116.094,37.642,151.275,0.64,179.825,97.019,1.52,171.827,0.769,120.787,5.333,6.0,1.862,0.167,3.0
69,masahi,Human,0.915,52,40,6,5,1.0,37.02,0.057,87.653,0.854,8.0,4.0,0.59,5.0,2.2,2.0,1.643,0.327,4.444,6.784,4.0,66.014,0.001,168.494,2.638,106.206,78.97,115.764,0.55,165.113,55.368,2.515,103.959,0.782,77.659,6.667,5.0,6.501,0.475,7.25
70,devinleighsmith,Human,0.822,100,83,8,2,1.0,6.188,0.096,22.633,0.921,41.5,41.5,0.006,0.5,5.5,5.5,0.707,0.045,2.128,2.015,1.0,3.513,0.003,15.639,0.206,9.747,0.165,29.13,0.891,2.248,6.265,0.131,23.033,0.918,0.669,10.375,9.0,8.895,0.417,5.75
71,s-nakajima,Human,0.958,15,14,8,3,1.0,53.072,0.048,172.238,0.907,4.667,2.0,0.476,5.0,2.667,2.0,2.082,0.333,3.5,5.0,2.5,0.097,0.0,0.193,0.097,229.851,64.251,342.137,0.601,310.628,62.717,0.048,186.907,0.891,1.088,1.75,1.0,1.035,0.268,2.0
72,crvernon,Human,0.924,100,89,9,5,0.625,3.393,0.051,14.337,0.934,11.125,2.0,0.723,3.0,2.0,2.0,1.309,0.281,4.45,7.688,2.25,7.273,0.0,23.914,0.155,8.061,0.128,24.277,0.889,1.456,4.319,0.086,17.075,0.927,0.229,9.889,4.0,18.517,0.632,3.0
73,tyxla,Human,0.936,100,75,9,3,1.0,2.622,0.102,8.937,0.884,25.0,2.0,0.613,34.5,3.667,2.0,2.887,0.303,12.5,14.761,22.0,31.846,10.042,49.121,39.457,0.591,0.498,0.584,0.487,0.989,4.127,0.209,11.82,0.86,1.218,8.333,1.0,11.673,0.619,12.0
74,fejta-bot,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
75,Cosifne,Human,0.798,200,157,8,2,0.286,2.485,0.14,8.215,0.862,22.429,7.0,0.548,34.0,3.714,3.0,1.976,0.253,2.415,2.221,2.0,3.699,0.0,12.462,0.603,2.3,0.386,4.972,0.798,1.34,3.266,0.157,9.696,0.854,1.331,19.625,14.5,15.62,0.377,11.25
76,koenderks,Human,0.807,200,184,9,2,0.167,3.845,0.019,10.703,0.89,15.333,8.0,0.561,18.5,2.5,1.5,2.276,0.417,2.39,2.806,2.0,1.494,0.0,6.465,0.007,7.745,0.253,14.488,0.789,9.289,6.228,0.149,13.361,0.823,2.903,20.444,7.0,38.256,0.688,6.0
77,chhsiao90,Human,0.923,41,37,7,3,0.75,54.064,0.016,136.999,0.873,9.25,2.5,0.615,8.25,3.0,2.0,2.828,0.417,4.625,5.731,4.75,99.509,0.001,263.433,11.461,164.319,1.098,240.148,0.677,263.645,67.961,0.009,152.87,0.844,1.473,5.286,4.0,4.071,0.34,2.5
78,chenyw1990,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
79,GMNGeoffrey,Human,0.962,20,19,8,4,1.0,38.905,0.039,100.868,0.874,4.75,2.0,0.539,4.75,2.25,1.5,1.893,0.361,4.75,6.238,4.75,30.313,1.403,58.77,31.716,193.013,191.401,193.378,0.445,193.373,63.251,0.254,137.096,0.815,30.257,2.375,1.0,3.114,0.467,1.0
80,deven-amd,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
81,heitorschueroff,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
82,eholk,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
83,umanwizard,Human,0.939,100,93,7,9,0.692,4.553,0.062,21.64,0.928,7.154,2.0,0.561,9.0,1.769,1.0,1.301,0.321,1.979,2.575,1.0,1.852,0.0,9.486,0.063,7.213,0.299,28.997,0.899,0.997,5.275,0.214,25.792,0.924,0.615,13.286,10.0,8.902,0.332,9.0
84,WeichenXu123,Human,0.92,100,80,9,5,0.714,0.914,0.148,2.737,0.83,11.429,2.0,0.614,15.0,2.286,2.0,1.704,0.304,1.702,0.998,1.0,0.519,0.0,1.95,0.242,1.04,0.112,3.051,0.844,0.475,0.871,0.142,2.735,0.838,0.342,8.889,6.0,11.602,0.547,4.0
85,maxisam,Human,0.925,100,92,10,22,0.815,6.019,0.296,12.534,0.805,3.407,1.0,0.645,0.5,1.407,1.0,0.931,0.244,2.044,2.132,1.0,1.708,0.0,6.94,0.048,10.701,1.904,16.533,0.715,16.33,6.725,0.176,14.172,0.818,3.178,9.2,7.5,7.208,0.413,11.75
86,rbpatt2019,Bot,0.808,100,100,3,1,1.0,1.697,0.0,16.883,0.981,100.0,100.0,0.0,0.0,3.0,3.0,0.0,0.0,100.0,0.0,0.0,168.004,168.004,0.0,0.0,,,0.0,0.0,,41.997,0.002,83.993,0.75,41.997,33.333,2.0,55.139,0.64,48.0
87,Mister-Hope,Human,0.95,100,89,11,13,0.52,1.092,0.046,3.668,0.898,3.56,1.0,0.562,3.0,1.84,1.0,2.014,0.393,1.78,1.529,1.0,1.133,0.0,4.341,0.012,0.805,0.064,2.392,0.864,0.153,1.456,0.063,4.358,0.878,0.218,8.091,5.0,8.068,0.462,8.0
88,RealAnna,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
89,bburt-rh,Human,0.915,100,81,8,3,0.75,6.629,0.009,19.994,0.898,20.25,18.0,0.441,21.25,2.75,2.0,2.363,0.386,3.522,3.146,4.0,12.29,0.01,37.95,2.546,11.255,0.103,23.293,0.803,13.453,12.273,0.113,26.931,0.819,11.662,10.125,6.5,14.327,0.591,9.25
90,pixelcmtd,Human,0.924,140,118,10,36,0.655,18.742,0.048,48.742,0.851,2.145,1.0,0.468,0.0,1.255,1.0,0.615,0.174,1.844,2.379,0.0,2.154,0.0,15.082,0.0,32.619,2.52,62.523,0.757,39.761,20.581,0.041,56.031,0.848,20.034,11.8,8.0,11.341,0.495,17.0
