,contributor,type,confidence,events,NA,NT,NOR,ORR,DCA_mean,DCA_median,DCA_std,DCA_gini,NAR_mean,NAR_median,NAR_gini,NAR_IQR,NTR_mean,NTR_median,NTR_std,NTR_gini,NCAR_mean,NCAR_std,NCAR_IQR,DCAR_mean,DCAR_median,DCAR_std,DCAR_IQR,DAAR_mean,DAAR_median,DAAR_std,DAAR_gini,DAAR_IQR,DCAT_mean,DCAT_median,DCAT_std,DCAT_gini,DCAT_IQR,NAT_mean,NAT_median,NAT_std,NAT_gini,NAT_IQR
13,lucaslcode,Unknown,-,2,2,1,2,1.0,98.242,98.242,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,98.242,98.242,0.0,0.0,0.0,,,0.0,0.0,,2.0,2.0,0.0,0.0,0.0
14,digama0,Human,0.897,100,93,12,9,0.5,3.404,0.218,7.677,0.8,5.167,3.0,0.52,6.25,2.167,2.0,1.505,0.34,1.525,0.924,1.0,0.755,0.0,4.153,0.05,4.451,0.888,8.748,0.75,4.016,3.857,0.328,8.213,0.777,3.56,7.75,4.5,11.347,0.605,6.75
15,klausler,Human,0.939,100,87,12,3,0.75,2.838,0.083,8.662,0.86,21.75,17.0,0.526,35.25,3.5,2.0,3.786,0.464,1.642,0.942,1.0,2.589,0.0,10.251,0.008,2.055,0.083,5.16,0.837,1.286,2.902,0.057,9.007,0.865,1.33,7.25,8.0,5.345,0.39,8.75
16,stevsmit,Human,0.609,100,86,7,3,0.75,1.991,0.052,8.36,0.914,21.5,19.5,0.233,10.0,2.75,2.0,1.5,0.205,2.205,2.876,1.0,1.139,0.0,4.288,0.003,3.285,0.073,11.823,0.904,0.515,2.661,0.071,10.117,0.909,0.486,12.286,13.0,5.499,0.219,3.5
17,RiccardoM,Human,0.958,49,42,11,10,0.714,53.332,1.361,140.965,0.847,3.0,1.0,0.531,2.5,1.643,1.0,1.499,0.332,1.75,1.26,1.25,34.979,0.0,161.047,0.179,58.571,20.652,96.926,0.719,72.568,56.273,1.974,149.791,0.836,24.14,3.818,4.0,3.371,0.39,2.5
18,spideyfusion,Unknown,-,1,1,1,1,1.0,,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,1.0,1.0,0.0,0.0,0.0
19,krishgobinath,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20,teddyjtorres,,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21,blakerouse,Human,0.939,100,84,11,5,0.625,2.308,0.047,8.382,0.902,10.5,9.0,0.452,11.75,3.375,2.5,2.925,0.394,1.75,1.564,1.0,0.227,0.0,0.981,0.008,3.844,0.161,10.896,0.859,1.501,2.508,0.031,9.036,0.907,0.291,7.636,6.0,6.637,0.448,9.5
22,ianstewart,Human,0.724,17,16,4,2,0.667,70.847,38.891,78.077,0.568,5.333,1.0,0.542,6.5,1.667,1.0,1.155,0.267,3.2,3.899,2.0,144.698,0.0,230.021,196.508,84.804,48.818,113.899,0.604,132.205,83.015,38.891,99.674,0.593,142.884,4.0,1.5,5.354,0.531,3.5
23,dwblaikie,Human,0.868,100,86,9,3,1.0,5.874,0.208,15.066,0.833,28.667,32.0,0.109,7.0,4.0,4.0,1.0,0.111,1.593,0.981,1.0,3.058,0.0,10.211,0.345,6.304,0.208,16.341,0.833,2.981,6.665,0.228,16.966,0.835,2.967,9.556,5.0,9.735,0.486,11.0
24,nonlin-lin-chaos-order-etc-etal,Human,0.963,100,89,14,11,0.733,20.968,0.104,64.82,0.891,5.933,2.0,0.602,6.5,2.6,2.0,1.882,0.369,2.543,3.062,1.5,15.885,0.0,60.63,0.202,37.917,0.598,91.6,0.845,29.713,28.292,0.335,74.793,0.86,11.106,6.357,2.0,8.111,0.59,8.5
25,janaakhterov,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
26,djmisterjon,Invalid,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
27,donalirl,Bot,0.047,13,13,3,1,0.333,155.263,145.503,120.166,0.416,4.333,1.0,0.513,5.0,1.667,1.0,1.155,0.267,3.25,3.862,2.75,418.495,94.702,716.308,513.197,63.06,41.874,74.729,0.511,72.441,154.902,119.656,132.745,0.455,230.38,4.333,6.0,2.887,0.256,2.5
28,michaeldwan,Unknown,-,6,5,3,5,1.0,312.272,382.473,219.067,0.315,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,312.272,382.473,219.067,0.315,227.97,467.756,467.756,18.099,0.014,12.798,1.667,1.0,1.155,0.267,1.0
29,Obijuan,Invalid,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30,relrod,Human,0.925,100,84,11,24,0.8,13.318,2.54,25.388,0.745,2.8,1.0,0.587,0.0,1.433,1.0,1.194,0.264,1.4,0.906,1.0,2.068,0.0,8.575,0.002,16.632,5.075,28.395,0.7,17.705,14.383,4.582,26.904,0.718,13.91,7.636,6.0,6.281,0.418,6.5
31,roman-khimov,Human,0.807,100,71,10,2,0.4,1.072,0.047,2.598,0.835,14.2,14.0,0.062,3.0,4.4,5.0,1.517,0.164,2.448,2.501,2.0,0.624,0.0,1.882,0.109,2.034,0.497,3.447,0.715,2.243,1.238,0.069,2.864,0.817,0.559,7.1,4.5,9.073,0.503,4.0
32,shuuji3,,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
33,jan-kiszka,Human,0.935,100,86,12,5,0.455,14.677,1.084,27.648,0.758,7.818,6.0,0.495,6.5,2.273,2.0,1.348,0.305,2.263,1.982,1.0,5.659,0.0,11.852,3.012,27.906,12.51,37.111,0.65,35.855,16.012,3.617,27.835,0.722,21.256,7.167,3.0,10.143,0.564,3.5
34,glennmatthews,Human,0.718,282,228,11,1,0.25,0.76,0.027,4.744,0.929,57.0,1.5,0.735,56.5,3.5,1.0,5.0,0.536,38.0,84.394,9.25,28.367,0.011,68.115,2.097,0.462,0.105,0.732,0.641,0.281,1.49,0.066,6.838,0.907,0.333,20.727,9.0,34.471,0.572,7.5
35,xsoar-bot,Invalid,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
36,markuskowa,Human,0.849,100,87,9,4,0.8,2.236,0.099,4.735,0.803,17.4,22.0,0.34,20.0,2.8,3.0,2.049,0.343,1.977,2.085,1.0,2.056,0.0,5.762,0.119,2.368,0.191,4.395,0.769,2.485,2.347,0.088,4.971,0.809,2.326,9.667,13.0,6.727,0.35,13.0
37,mathiascode,Human,0.954,100,91,10,5,0.833,4.905,0.274,16.191,0.862,15.167,5.0,0.625,15.25,2.5,2.0,1.871,0.344,2.935,3.076,2.0,7.532,0.001,28.768,2.229,6.932,0.404,15.836,0.816,3.884,6.428,0.274,19.743,0.872,1.899,9.1,2.5,15.595,0.656,8.0
38,Yuki2718,Human,0.79,100,89,7,4,0.8,0.825,0.066,4.061,0.902,17.8,13.0,0.544,19.0,3.0,3.0,1.581,0.267,1.935,1.451,1.0,0.39,0.0,1.491,0.078,1.215,0.072,5.484,0.917,0.191,0.656,0.05,2.082,0.862,0.191,12.714,4.0,18.563,0.616,10.5
39,Darlantanis,Human,0.939,100,84,9,3,0.75,16.758,0.121,63.805,0.916,21.0,18.5,0.399,14.5,3.25,3.0,2.217,0.327,2.0,4.078,0.0,5.667,0.0,20.241,0.0,28.118,0.333,87.62,0.891,2.104,18.891,0.228,70.039,0.91,1.112,9.333,7.0,7.071,0.389,14.0
40,motemen,Bot,0.253,59,59,4,2,0.118,21.936,0.029,49.601,0.799,3.471,1.0,0.64,0.0,1.176,1.0,0.529,0.135,2.269,5.288,0.0,18.198,0.0,61.58,0.0,31.967,0.752,57.452,0.775,36.803,31.444,1.022,60.325,0.789,28.551,14.75,15.5,12.712,0.403,19.25
41,scheibelp,Human,0.945,100,88,9,4,0.8,6.275,0.281,21.196,0.879,17.6,11.0,0.468,11.0,3.6,2.0,2.702,0.356,2.933,3.778,1.0,8.069,0.0,31.094,0.125,10.478,1.428,20.559,0.769,5.358,11.224,1.293,28.015,0.818,6.356,9.778,8.0,6.515,0.354,11.0
42,ajeetraina,Human,0.932,200,179,14,8,0.308,2.83,0.025,13.095,0.926,6.885,3.5,0.545,8.0,1.808,1.0,1.386,0.33,1.967,2.052,1.0,0.601,0.0,2.991,0.011,4.99,0.056,17.996,0.894,0.671,4.113,0.024,17.136,0.924,0.128,12.786,5.0,28.585,0.706,7.5
43,praneesha,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
44,engcom-Oscar,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
45,zvecr,Human,0.857,100,73,9,2,0.333,74.3,0.041,598.931,0.981,12.167,7.5,0.509,7.0,3.333,2.5,2.875,0.367,3.476,3.932,3.0,246.58,0.003,1112.199,0.548,8.57,0.361,17.969,0.813,2.93,115.503,0.061,749.109,0.973,0.544,8.111,5.0,6.936,0.426,7.0
46,af-manish,Invalid,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
47,LucasBrazi06,Unknown,-,4,4,3,3,1.0,225.694,10.937,381.385,0.656,1.333,1.0,0.167,0.5,1.0,1.0,0.0,0.0,1.333,0.577,0.5,0.037,0.0,0.063,0.055,338.486,338.486,463.224,0.484,327.549,338.486,338.486,463.224,0.484,327.549,1.333,1.0,0.577,0.167,0.5
48,SubhashVasarapu-MSFT,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
49,NeelimaKalpana,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
50,jmkulwik,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
51,ZEENKEY,Bot,0.937,100,100,1,1,1.0,7.781,2.065,9.682,0.607,100.0,100.0,0.0,0.0,1.0,1.0,0.0,0.0,100.0,0.0,0.0,770.293,770.293,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,100.0,100.0,0.0,0.0,0.0
52,arobase-che,Unknown,-,2,2,1,2,1.0,394.019,394.019,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,394.019,394.019,0.0,0.0,0.0,,,0.0,0.0,,2.0,2.0,0.0,0.0,0.0
53,jasmussen,Human,0.853,100,94,11,2,0.25,1.047,0.085,3.412,0.865,11.75,1.5,0.718,8.5,3.0,1.0,3.505,0.5,2.611,2.841,2.0,0.901,0.025,3.267,0.205,1.855,0.147,4.699,0.835,0.983,0.705,0.082,2.687,0.872,0.203,8.545,5.0,11.877,0.609,6.0
54,IanVS,Human,0.946,100,84,13,8,1.0,4.282,0.112,16.981,0.908,10.5,2.5,0.685,5.75,3.375,2.0,3.249,0.458,3.111,2.694,3.0,2.509,0.019,8.391,0.535,11.064,0.785,28.982,0.841,2.851,4.544,0.09,17.981,0.913,0.543,6.462,6.0,4.075,0.291,3.0
55,AllTerrainDeveloper,Human,0.954,100,81,10,2,1.0,21.286,0.394,61.534,0.878,40.5,40.5,0.488,39.5,5.0,5.0,5.657,0.4,40.5,55.861,39.5,788.633,788.633,1115.296,788.633,125.645,125.645,0.0,0.0,0.0,23.198,0.251,64.306,0.875,4.821,8.1,7.0,5.343,0.332,3.25
56,Jaguar0625,Human,0.876,100,79,9,2,0.5,10.43,0.04,53.231,0.93,19.75,17.5,0.478,29.25,5.0,5.5,2.944,0.275,3.95,2.724,4.5,12.36,0.178,40.826,1.582,29.805,2.677,100.754,0.875,6.924,10.996,0.041,58.809,0.926,2.155,8.778,8.0,5.094,0.304,8.0
57,StuartFerguson,Human,0.572,250,223,9,1,0.077,5.751,0.046,21.54,0.916,17.154,6.0,0.717,8.0,3.077,2.0,2.397,0.388,5.575,8.054,4.25,23.471,0.007,68.421,0.349,8.665,0.139,28.307,0.899,1.276,7.66,0.142,25.025,0.9,1.096,24.778,27.0,22.01,0.462,27.0
58,zhlsunshine,Human,0.817,100,94,7,4,0.5,5.686,0.145,23.069,0.894,11.75,11.0,0.5,15.5,1.875,1.5,1.126,0.292,1.306,0.62,0.0,1.065,0.0,5.379,0.0,6.368,0.105,25.9,0.899,0.781,2.645,0.146,6.34,0.842,0.71,13.429,4.0,23.741,0.641,4.0
59,srxqds,Human,0.883,25,25,5,13,1.0,88.335,13.133,137.696,0.722,1.923,1.0,0.418,0.0,1.231,1.0,0.832,0.173,1.471,1.179,0.0,8.416,0.0,24.225,0.0,123.561,27.414,157.028,0.641,220.041,119.965,27.414,162.56,0.656,185.11,5.0,2.0,4.637,0.432,7.0
60,nathanbwright,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
61,bbimber,Human,0.936,100,92,12,4,0.4,1.521,0.066,3.356,0.813,9.2,4.0,0.585,5.25,3.3,3.5,2.263,0.361,2.359,2.71,1.0,1.881,0.0,5.293,0.011,1.711,0.174,3.735,0.788,1.087,1.813,0.051,3.822,0.804,1.108,7.667,5.0,10.491,0.504,5.0
62,Azuka,Unknown,-,4,4,4,3,1.0,385.844,26.683,643.504,0.649,1.333,1.0,0.167,0.5,1.333,1.0,0.577,0.167,1.333,0.577,0.5,0.695,0.0,1.205,1.043,577.723,577.723,779.289,0.477,551.04,385.844,26.683,643.504,0.649,563.339,1.0,1.0,0.0,0.0,0.0
63,codingcodymiller,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
64,janvanrijn,Human,0.947,24,21,7,5,0.714,82.951,1.617,124.185,0.702,3.0,2.0,0.395,3.5,2.0,1.0,1.414,0.327,2.333,1.871,1.0,24.427,0.001,63.52,0.026,179.897,171.273,139.129,0.394,111.726,108.192,37.855,143.42,0.648,178.237,3.0,2.0,2.769,0.395,1.5
65,cfrantz,Human,0.844,100,87,8,2,0.667,3.908,0.15,11.704,0.866,29.0,34.0,0.33,21.5,3.333,2.0,2.309,0.267,2.023,1.596,1.0,3.931,0.001,12.765,0.827,3.977,0.243,11.032,0.848,1.969,4.644,0.228,13.287,0.859,2.092,10.875,7.0,12.334,0.481,6.0
66,flurrydev,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
67,fpodoo,Human,0.189,41,40,5,2,1.0,36.343,0.324,135.002,0.921,20.0,20.0,0.2,8.0,2.5,2.5,0.707,0.1,5.714,6.157,6.0,169.18,3.952,292.498,185.943,38.849,0.858,75.766,0.768,31.31,100.304,0.502,230.996,0.825,73.267,8.0,3.0,9.592,0.47,3.0
68,vadz,Human,0.935,100,90,10,4,0.667,2.601,0.031,7.4,0.85,15.0,8.0,0.585,10.25,3.167,3.0,2.229,0.342,2.432,2.814,2.0,0.886,0.0,2.922,0.0,5.519,0.138,10.713,0.742,4.283,3.101,0.051,7.708,0.819,0.705,9.0,7.0,5.055,0.293,7.75
69,sistematico,Human,0.716,248,248,7,17,0.567,8.863,0.272,33.412,0.889,8.267,1.0,0.713,5.75,1.567,1.0,0.858,0.256,3.221,3.315,3.0,5.668,0.058,14.901,1.647,23.063,1.446,56.903,0.815,22.362,12.436,0.413,40.098,0.875,3.589,35.429,8.0,79.29,0.771,8.0
70,TheRealMDoerr,Human,0.88,100,97,9,4,0.286,4.818,0.167,11.516,0.828,6.929,3.5,0.574,7.0,2.0,1.5,1.24,0.306,1.448,0.875,1.0,2.688,0.0,11.586,0.003,4.279,0.105,8.146,0.792,3.228,4.187,0.308,8.012,0.785,2.497,10.778,8.0,8.541,0.392,6.0
71,rhlsthrm,Human,0.769,200,172,9,2,0.5,1.445,0.072,4.932,0.869,43.0,3.5,0.715,43.0,3.25,1.5,3.862,0.481,28.667,61.027,8.0,38.263,0.048,91.776,2.954,3.506,0.49,6.479,0.716,1.364,1.606,0.029,5.823,0.892,0.554,19.111,14.0,22.768,0.488,9.0
72,mantariksh,Human,0.929,27,27,9,4,0.5,24.931,0.338,48.862,0.799,3.375,3.0,0.356,2.0,2.375,2.0,1.302,0.27,1.588,0.795,1.0,0.807,0.0,2.552,0.026,39.655,8.51,58.064,0.693,56.393,27.304,0.374,51.477,0.789,16.664,3.0,2.0,2.291,0.362,2.0
73,krzem5,Bot,0.776,100,100,1,1,0.333,12.974,0.414,53.353,0.92,33.333,1.0,0.647,48.5,1.0,1.0,0.0,0.0,20.0,21.307,32.0,85.28,70.591,89.489,170.375,214.517,197.675,162.034,0.354,125.76,,,0.0,0.0,,100.0,100.0,0.0,0.0,0.0
74,lazarevevgeny,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
75,ShaikMaheer-MSFT,Unknown,-,3,3,2,1,1.0,0.016,0.016,0.023,0.0,3.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.0,0.033,0.033,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.707,0.167,0.5
76,sgiehl,Human,0.886,100,85,10,2,0.4,0.884,0.103,2.601,0.848,17.0,3.0,0.682,7.0,4.2,3.0,3.271,0.381,6.071,9.194,3.75,2.336,0.171,5.289,1.562,3.199,0.994,4.801,0.691,3.849,0.825,0.062,2.332,0.853,0.274,8.5,7.5,7.59,0.429,8.0
77,Thesharing,Unknown,-,3,3,2,1,1.0,15.355,15.355,21.45,0.494,3.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.0,30.711,30.711,0.0,0.0,,,0.0,0.0,,0.188,0.188,0.0,0.0,0.0,1.5,1.5,0.707,0.167,0.5
78,ilyam8,Human,0.923,100,77,11,3,0.75,0.731,0.082,2.322,0.842,19.25,12.5,0.549,26.75,4.0,3.0,3.464,0.375,2.265,2.502,2.0,0.983,0.0,3.015,0.281,0.671,0.066,1.855,0.816,0.61,0.818,0.092,2.462,0.835,0.574,7.0,7.0,3.493,0.267,4.0
79,glennsl,Human,0.944,50,40,10,5,0.556,54.275,0.062,101.93,0.784,4.444,3.0,0.417,7.0,2.444,2.0,1.236,0.253,2.105,1.243,2.0,11.315,0.002,49.262,0.011,105.651,81.16,128.056,0.6,166.118,59.88,0.047,109.067,0.777,87.597,4.0,3.0,2.944,0.38,5.75
80,shantanugadgil,Human,0.91,29,29,7,5,0.278,47.899,0.092,93.105,0.799,1.611,1.0,0.316,0.75,1.167,1.0,0.383,0.119,1.16,0.374,0.0,13.108,0.0,54.521,0.0,42.227,0.092,88.43,0.813,28.872,91.517,43.132,116.866,0.631,141.956,4.143,1.0,5.669,0.571,3.5
81,doofin,Human,0.962,34,31,12,6,0.75,55.259,2.679,108.03,0.78,3.875,2.5,0.48,3.5,2.375,1.5,2.066,0.388,1.938,1.569,2.0,35.572,0.0,86.609,7.281,72.574,3.39,135.018,0.769,97.07,45.35,4.099,78.613,0.735,34.927,2.583,2.0,2.021,0.363,2.25
82,petr-muller,Human,0.849,100,87,9,3,0.214,2.003,0.098,6.864,0.89,6.214,4.5,0.5,4.25,2.0,1.5,1.177,0.301,2.023,1.779,1.0,0.242,0.0,0.608,0.15,3.855,0.34,9.511,0.832,1.237,3.203,0.174,8.732,0.857,1.045,9.667,6.0,8.411,0.427,9.0
83,lukaseder,Human,0.699,132,119,6,3,0.6,2.843,0.052,10.02,0.914,23.8,2.0,0.756,1.0,1.8,1.0,1.789,0.356,10.818,17.005,10.0,22.158,0.005,39.933,24.298,9.178,0.765,17.442,0.763,12.62,3.518,0.13,11.559,0.892,0.561,19.833,24.5,14.345,0.352,22.75
84,chunhtai,Human,0.913,100,75,10,2,0.5,2.982,0.122,9.594,0.883,18.75,9.5,0.55,15.75,3.5,2.5,3.109,0.393,3.0,3.215,3.0,6.754,0.033,20.225,0.418,2.16,0.25,5.359,0.824,0.809,3.087,0.17,10.845,0.89,0.731,7.5,4.5,8.81,0.559,8.5
85,legenlkx,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
86,Ray2020BD,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
87,DerYeger,Human,0.953,100,78,8,4,0.571,23.864,0.118,67.994,0.861,11.143,1.0,0.766,1.5,2.143,1.0,2.268,0.419,5.571,6.536,8.75,60.526,0.0,122.24,20.254,76.167,10.69,140.279,0.74,118.261,19.407,0.105,42.443,0.832,14.251,9.75,9.5,8.795,0.462,14.75
88,maikenp,Human,0.076,35,34,5,1,1.0,27.959,0.556,67.097,0.84,34.0,34.0,0.0,0.0,5.0,5.0,0.0,0.0,34.0,0.0,0.0,922.635,922.635,0.0,0.0,,,0.0,0.0,,23.079,2.338,37.701,0.715,28.481,6.8,1.0,11.367,0.647,3.0
89,Mindavi,Human,0.956,100,83,10,9,0.818,12.442,0.59,22.026,0.757,7.545,1.0,0.749,1.0,1.636,1.0,1.804,0.343,2.128,2.736,1.0,8.782,0.0,29.811,0.04,17.835,9.42,25.713,0.669,18.933,14.272,2.08,23.612,0.736,15.965,8.3,6.5,7.469,0.464,10.25
90,webmaster128,Human,0.949,100,77,12,5,0.5,8.666,0.124,31.785,0.912,7.7,5.0,0.518,9.5,3.0,1.5,2.828,0.447,2.265,2.26,1.0,4.054,0.0,16.676,0.093,15.782,0.656,44.632,0.864,6.508,8.617,0.12,34.514,0.924,1.181,6.417,5.5,6.082,0.412,4.5
91,surol,Human,0.181,165,163,7,4,0.167,0.17,0.002,1.99,0.977,6.792,6.0,0.126,1.0,1.542,1.0,1.215,0.296,1.14,0.657,0.0,0.004,0.0,0.025,0.0,0.189,0.002,2.126,0.981,0.001,1.348,0.006,5.809,0.943,0.026,23.286,2.0,55.877,0.782,0.5
92,farmio,Human,0.945,100,80,12,4,0.444,5.042,0.119,11.329,0.815,8.889,3.0,0.586,7.0,3.0,2.0,2.449,0.395,2.5,2.514,2.0,2.904,0.004,12.687,0.131,9.852,3.018,16.028,0.705,13.121,5.988,0.181,12.982,0.81,4.633,6.667,7.0,4.097,0.333,5.0
