,contributor,type,confidence,events,NA,NT,NOR,ORR,DCA_mean,DCA_median,DCA_std,DCA_gini,NAR_mean,NAR_median,NAR_gini,NAR_IQR,NTR_mean,NTR_median,NTR_std,NTR_gini,NCAR_mean,NCAR_std,NCAR_IQR,DCAR_mean,DCAR_median,DCAR_std,DCAR_IQR,DAAR_mean,DAAR_median,DAAR_std,DAAR_gini,DAAR_IQR,DCAT_mean,DCAT_median,DCAT_std,DCAT_gini,DCAT_IQR,NAT_mean,NAT_median,NAT_std,NAT_gini,NAT_IQR
11,Kurfursten,Unknown,-,4,4,2,1,1.0,653.835,0.038,1132.43,0.667,4.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,1961.504,1961.504,0.0,0.0,,,0.0,0.0,,0.014,0.014,0.0,0.0,0.0,2.0,2.0,1.414,0.25,1.0
12,td-usds,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
13,sherifnada,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
14,bpintea,Human,0.843,100,78,9,2,1.0,6.284,0.199,16.142,0.852,39.0,39.0,0.282,22.0,4.5,4.5,2.121,0.167,4.588,6.215,3.0,18.818,0.0,49.735,4.395,10.248,0.209,19.845,0.788,11.276,10.522,0.414,21.186,0.804,8.438,8.667,3.0,10.44,0.556,10.0
15,KayleePop,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
16,priyanshu688,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
17,cjandhyala,Human,0.894,83,63,7,6,0.857,33.233,0.85,77.115,0.844,9.0,3.0,0.608,9.5,1.857,1.0,1.464,0.33,3.15,3.703,2.25,31.863,0.0,122.949,2.645,74.905,15.141,109.95,0.69,113.242,45.638,2.528,91.234,0.804,20.746,9.0,9.0,5.745,0.336,8.5
18,katahiromz,Human,0.87,100,86,8,3,0.273,2.432,0.08,11.58,0.929,7.818,4.0,0.531,9.0,2.545,2.0,1.368,0.266,5.375,6.376,4.0,1.044,0.253,1.639,1.308,12.669,1.244,25.829,0.793,9.856,2.952,0.065,10.586,0.898,0.776,10.75,5.0,17.613,0.587,2.25
19,jrajahalme,Human,0.827,100,80,9,2,0.5,2.226,0.11,5.216,0.836,20.0,14.0,0.55,32.0,2.75,2.0,2.363,0.386,1.905,1.832,1.0,2.285,0.0,5.937,0.394,1.948,0.072,5.142,0.858,0.468,2.042,0.144,4.87,0.83,1.096,8.889,6.0,7.184,0.417,13.0
20,jeremyharisch,Human,0.957,100,97,12,7,0.538,15.788,0.336,38.077,0.83,7.462,2.0,0.704,4.0,2.385,1.0,2.567,0.447,1.732,1.12,1.0,10.325,0.0,36.495,0.265,17.045,0.21,45.137,0.864,6.324,15.96,0.252,39.255,0.838,15.066,8.083,6.5,7.669,0.449,4.25
21,adamtheturtle,Bot,0.849,200,171,5,2,0.154,0.146,0.01,0.788,0.888,13.154,14.0,0.255,4.0,4.385,5.0,1.502,0.119,2.012,1.18,1.0,0.187,0.0,1.079,0.002,0.107,0.03,0.301,0.78,0.068,0.17,0.005,0.88,0.908,0.056,34.2,31.0,9.471,0.11,1.0
22,GulajavaMinistudio,Bot,0.884,200,132,4,4,0.125,0.36,0.0,2.846,0.979,4.125,4.5,0.183,2.0,2.125,2.0,0.492,0.08,1.048,0.306,0.0,0.0,0.0,0.001,0.0,0.378,0.0,2.913,0.978,0.0,3.56,0.002,8.684,0.819,0.005,33.0,29.0,36.083,0.504,55.5
23,mscherer,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
24,tianshuo78520a,Human,0.871,100,98,11,2,0.222,12.139,1.002,36.959,0.846,10.889,9.0,0.467,18.0,2.667,2.0,2.062,0.287,1.508,0.986,1.0,2.581,0.0,6.598,0.004,15.777,0.961,44.866,0.857,5.716,14.735,1.082,42.929,0.845,9.475,8.909,5.0,11.131,0.575,11.0
25,bemasc,Human,0.959,100,76,12,5,1.0,22.956,0.074,68.395,0.894,15.2,8.0,0.416,5.0,4.8,4.0,3.114,0.3,3.8,5.022,2.75,35.121,0.0,85.758,4.494,53.648,1.657,112.593,0.815,29.728,26.326,0.074,72.951,0.882,3.096,6.333,5.5,5.483,0.45,7.25
26,draftcode,Human,0.946,100,87,12,4,0.364,11.482,0.019,27.42,0.857,7.909,5.0,0.539,8.5,3.091,2.0,2.212,0.374,3.783,3.477,4.5,12.44,0.001,53.409,0.088,31.879,19.282,41.765,0.648,56.368,9.197,0.018,22.271,0.862,0.637,7.25,3.0,8.379,0.557,10.0
27,dtolnay,Human,0.902,100,97,13,3,0.079,0.761,0.038,2.67,0.905,2.553,1.5,0.463,1.0,1.658,1.0,1.494,0.334,1.796,1.471,1.0,0.705,0.0,2.831,0.002,0.66,0.058,2.233,0.867,0.156,1.433,0.031,3.628,0.859,0.309,7.462,3.0,15.527,0.6,1.0
28,nichoth,Human,0.903,100,93,10,6,0.286,1.044,0.033,3.145,0.862,4.429,2.0,0.585,2.0,1.81,1.0,1.25,0.303,3.1,4.063,1.0,0.606,0.0,1.5,0.044,2.684,0.311,5.124,0.779,2.837,0.75,0.019,2.316,0.849,0.209,9.3,1.5,16.912,0.709,5.75
29,Remi-Gau,Human,0.796,100,82,11,7,0.583,0.112,0.038,0.249,0.715,6.833,3.0,0.583,6.25,2.333,1.5,2.06,0.393,2.0,2.086,1.0,0.065,0.0,0.135,0.066,0.16,0.047,0.332,0.711,0.135,0.141,0.049,0.296,0.713,0.09,7.455,3.0,8.478,0.497,4.5
30,ashpatil-msft,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
31,catsby,Human,0.842,100,75,10,1,0.167,2.658,0.029,8.882,0.893,12.5,3.5,0.638,14.25,4.0,2.5,3.578,0.431,3.75,4.166,3.5,4.852,0.023,11.506,0.504,5.243,0.203,15.242,0.863,2.391,2.864,0.033,9.24,0.889,0.707,7.5,6.0,5.083,0.356,5.75
32,Spok1,Bot,0.277,35,35,2,2,0.667,54.205,3.529,87.666,0.739,11.667,11.0,0.419,11.0,1.333,1.0,0.577,0.167,5.0,2.646,3.0,153.295,169.773,138.123,226.405,128.318,69.305,139.154,0.525,215.298,141.603,114.06,122.064,0.394,94.571,17.5,17.5,21.92,0.443,15.5
33,dev-zero,Human,0.864,52,52,7,9,1.0,41.905,12.533,59.585,0.677,5.778,2.0,0.654,1.0,1.444,1.0,0.527,0.171,2.889,3.708,1.0,68.278,0.0,185.394,1.81,53.422,18.588,64.962,0.602,73.255,49.884,15.914,64.684,0.637,71.688,7.429,2.0,12.921,0.67,4.5
34,znikola,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
35,janlazo,Unknown,-,3,3,3,2,1.0,10.24,10.24,14.461,0.499,1.5,1.5,0.167,0.5,1.5,1.5,0.707,0.167,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.24,10.24,14.461,0.499,10.226,10.24,10.24,14.461,0.499,10.226,1.0,1.0,0.0,0.0,0.0
36,nomirose,Invalid,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
37,OrestChura,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
38,bugobliterator,Human,0.952,100,88,9,5,0.625,21.569,0.244,49.317,0.838,11.0,1.0,0.685,10.25,1.875,1.0,1.808,0.375,2.047,1.825,1.5,7.752,0.0,18.648,1.901,36.741,0.623,65.631,0.772,49.19,26.933,0.821,51.237,0.784,38.697,9.778,8.0,9.497,0.457,8.0
39,marcelotrevisani,Human,0.959,100,75,12,9,0.692,13.668,0.024,43.478,0.91,5.769,2.0,0.656,3.0,2.231,1.0,2.455,0.414,2.885,3.229,2.0,2.992,0.005,14.506,0.06,37.345,2.518,69.197,0.783,45.608,14.415,0.019,45.564,0.909,0.82,6.25,4.0,5.379,0.452,9.0
40,F3n67u,Unknown,-,1,1,1,1,1.0,,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,1.0,1.0,0.0,0.0,0.0
41,ptrthomas,Human,0.872,100,78,7,7,0.583,19.235,3.902,40.079,0.778,6.5,1.5,0.65,7.0,1.333,1.0,1.155,0.229,2.516,2.379,2.5,19.297,0.0,41.06,3.364,29.431,10.479,53.093,0.705,24.3,29.382,11.979,47.809,0.674,31.061,11.143,5.0,11.172,0.473,11.0
42,bot190,Human,0.89,200,143,10,5,0.625,7.298,0.003,24.358,0.919,17.875,3.5,0.718,14.75,3.0,2.0,2.39,0.396,11.0,11.818,20.0,30.659,0.04,52.77,67.116,53.144,47.781,39.69,0.401,51.28,7.612,0.003,24.846,0.916,0.023,14.3,5.0,21.843,0.637,5.5
43,Hironsan,Bot,0.137,70,65,6,7,0.875,31.772,0.002,74.487,0.848,8.125,1.0,0.683,5.5,1.75,1.0,1.488,0.339,6.5,8.86,8.75,116.62,0.0,267.652,46.641,96.357,72.486,93.457,0.464,77.222,33.781,0.001,77.539,0.843,21.272,10.833,11.5,6.94,0.326,11.75
44,kleinesfilmroellchen,Human,0.928,100,84,11,5,0.833,7.949,0.196,19.453,0.847,14.0,9.0,0.579,15.5,2.5,2.5,1.378,0.278,2.71,3.196,2.0,12.733,0.0,48.471,0.084,8.834,0.624,14.812,0.746,15.021,5.344,0.128,12.186,0.84,0.93,7.636,4.0,13.223,0.584,3.5
45,AndySDH,Unknown,-,1,1,1,1,1.0,,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,1.0,1.0,0.0,0.0,0.0
46,zoecarver,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
47,TobyAsE,Human,0.913,32,32,8,2,0.667,37.063,1.384,62.168,0.751,10.667,15.0,0.271,6.5,3.0,2.0,2.646,0.37,1.778,0.943,1.0,31.86,0.103,83.78,16.137,33.852,0.307,58.278,0.755,51.61,43.608,1.626,68.095,0.725,66.09,4.0,2.0,4.69,0.523,3.25
48,asbjornsabo,Unknown,-,2,2,2,2,1.0,1482.692,1482.692,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1482.692,1482.692,0.0,0.0,0.0,1482.692,1482.692,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
49,asmeurer,Human,0.913,100,86,9,8,0.4,3.987,0.112,8.816,0.816,4.3,2.0,0.514,4.5,2.05,1.5,1.669,0.35,1.509,0.826,1.0,1.214,0.0,5.179,0.007,4.817,0.306,9.59,0.779,4.134,3.94,0.081,9.387,0.84,2.869,9.556,7.0,8.89,0.452,6.0
50,MrAlias,Human,0.9,100,78,9,5,0.5,0.722,0.021,3.396,0.931,7.8,6.5,0.474,12.25,3.1,2.0,2.378,0.384,2.108,1.969,1.0,0.061,0.0,0.177,0.014,1.482,0.064,4.891,0.9,0.143,0.769,0.022,3.696,0.933,0.104,8.667,10.0,6.708,0.407,10.0
51,fdocr,Unknown,-,4,4,1,4,1.0,397.895,343.027,221.977,0.242,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,397.895,343.027,221.977,0.242,216.831,,,0.0,0.0,,4.0,4.0,0.0,0.0,0.0
52,expenses,Human,0.919,70,70,9,6,0.3,31.094,0.808,94.006,0.841,3.5,2.0,0.451,3.0,1.6,1.0,0.883,0.259,1.795,1.031,1.0,6.639,0.0,17.172,0.593,49.647,1.957,123.302,0.818,48.896,47.578,0.688,123.662,0.839,41.696,7.778,4.0,9.189,0.562,10.0
53,telatin,Human,0.954,100,91,17,15,0.577,14.647,0.404,79.268,0.907,3.5,1.0,0.588,1.75,1.692,1.0,1.192,0.313,1.936,2.259,1.0,2.332,0.0,10.411,0.032,26.274,1.572,109.941,0.875,16.033,19.333,0.899,98.716,0.909,5.213,5.353,3.0,9.682,0.575,1.0
54,stavros-k,Human,0.896,100,87,10,3,0.5,0.401,0.038,1.329,0.858,14.5,3.0,0.703,4.25,3.167,2.0,3.061,0.43,5.8,8.874,2.5,1.222,0.016,2.99,0.302,1.153,0.04,2.716,0.83,0.369,0.451,0.012,1.587,0.905,0.101,8.7,7.0,9.855,0.509,8.5
55,sdboyer,Human,0.946,31,27,10,6,0.75,62.231,0.065,146.002,0.853,3.375,3.0,0.375,4.25,2.25,1.5,1.581,0.347,2.7,2.312,3.75,0.123,0.0,0.19,0.205,179.642,74.225,207.112,0.577,263.708,70.338,0.091,153.713,0.834,26.397,2.7,3.0,1.059,0.189,1.0
56,ukstv,Human,0.962,53,49,12,9,0.643,35.374,0.786,89.11,0.831,3.5,1.0,0.494,5.75,2.071,1.0,1.639,0.367,2.13,1.517,2.0,6.313,0.0,17.497,0.188,70.581,19.077,123.197,0.731,60.365,42.65,0.422,99.006,0.818,26.942,4.083,3.0,4.42,0.457,2.75
57,tschaffter,Human,0.95,100,89,11,4,0.8,1.636,0.032,5.451,0.894,17.8,1.0,0.584,38.0,2.4,1.0,2.191,0.4,1.816,1.149,1.0,2.184,0.005,9.728,0.062,0.769,0.02,2.003,0.86,0.262,0.735,0.022,2.114,0.872,0.281,8.091,5.0,6.891,0.439,11.0
58,arora-aman,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
59,pbbastian,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
60,LinnJS,Human,0.949,25,22,9,8,1.0,93.3,0.666,152.729,0.743,2.75,1.0,0.5,1.5,2.125,1.0,1.885,0.39,2.75,3.495,1.5,70.092,0.0,189.737,5.631,199.795,228.044,115.047,0.296,111.721,80.613,0.34,154.026,0.795,97.281,2.444,2.0,1.424,0.232,0.0
61,AntonKozlov,Human,0.949,35,25,8,6,0.667,88.819,11.594,132.275,0.708,2.778,2.0,0.409,3.0,2.0,2.0,1.323,0.309,1.923,1.498,1.0,38.893,0.0,109.671,0.002,135.504,70.805,155.367,0.585,191.682,73.866,0.29,131.706,0.768,84.019,3.125,2.0,2.588,0.405,3.75
62,Dirbaio,Human,0.945,100,94,13,8,0.533,4.089,0.253,8.212,0.792,6.267,2.0,0.643,6.0,2.533,1.0,2.356,0.428,1.88,1.466,1.0,3.326,0.0,11.62,0.128,4.367,0.501,8.447,0.741,4.615,4.273,0.253,7.196,0.753,4.093,7.231,2.0,7.981,0.545,12.0
63,LittleFall,Unknown,-,2,2,1,2,1.0,148.199,148.199,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,148.199,148.199,0.0,0.0,0.0,,,0.0,0.0,,2.0,2.0,0.0,0.0,0.0
64,ashleynolan,Bot,0.751,100,99,5,2,0.667,8.539,0.001,29.539,0.901,33.0,7.0,0.579,43.0,4.0,4.0,1.0,0.111,14.143,19.282,10.0,87.76,0.624,119.808,164.015,37.082,22.505,39.201,0.513,65.096,9.353,0.001,31.676,0.906,0.092,19.8,30.0,14.584,0.335,23.0
65,kortschak,Human,0.931,100,94,8,4,0.667,6.766,0.181,30.146,0.916,15.667,4.5,0.684,4.0,2.667,2.0,2.066,0.375,7.231,9.514,4.0,28.197,1.407,74.68,14.005,21.888,13.379,22.208,0.53,30.524,14.15,0.217,46.9,0.87,8.888,11.75,6.5,16.568,0.537,3.25
66,dan-gamble,Human,0.743,19,19,3,13,0.929,66.888,22.406,96.789,0.671,1.357,1.0,0.237,0.0,1.0,1.0,0.0,0.0,1.267,0.594,0.0,8.945,0.0,29.92,0.0,76.415,34.865,105.362,0.649,110.215,73.845,43.346,108.825,0.657,82.837,6.333,6.0,4.509,0.316,4.5
67,Tooluloope,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
68,PierreRambaud,Human,0.959,24,21,8,8,0.667,109.163,0.122,261.087,0.819,1.75,1.0,0.361,0.25,1.583,1.0,1.505,0.32,1.615,1.044,1.0,0.039,0.0,0.108,0.004,181.897,71.613,321.425,0.699,202.008,130.752,0.066,330.864,0.851,48.902,2.625,2.0,2.387,0.399,1.5
69,NovichikhinAlexey,Human,0.179,35,27,4,2,0.25,68.599,0.06,151.984,0.837,3.375,4.0,0.227,2.25,2.125,2.0,0.641,0.14,3.0,1.323,2.0,0.496,0.034,1.169,0.136,222.389,209.637,208.45,0.473,408.263,71.198,0.027,152.481,0.826,20.547,6.75,5.0,6.185,0.417,7.75
70,rydmike,Human,0.899,100,97,10,5,0.5,2.823,0.401,5.275,0.768,9.7,2.0,0.7,7.75,1.8,1.0,1.317,0.322,4.042,4.75,4.0,6.011,0.21,18.456,1.036,5.512,3.384,6.457,0.593,6.275,3.287,0.655,5.153,0.698,5.252,9.7,1.5,23.386,0.764,3.25
71,wwahammy,Human,0.857,200,167,9,6,0.545,1.879,0.025,8.794,0.941,15.182,5.0,0.631,12.0,2.545,2.0,1.508,0.305,6.185,8.927,3.0,1.543,0.005,5.32,0.188,10.394,0.661,19.954,0.772,12.477,2.493,0.017,10.238,0.933,0.128,18.556,16.0,20.427,0.558,33.0
72,buildguy,Bot,0.873,100,100,2,2,0.034,0.095,0.0,0.695,0.923,1.695,2.0,0.152,1.0,1.017,1.0,0.13,0.016,1.01,0.101,0.0,0.0,0.0,0.0,0.0,0.096,0.0,0.698,0.919,0.0,6.189,6.189,0.0,0.0,0.0,50.0,50.0,67.882,0.48,48.0
73,frouioui,Human,0.898,100,72,10,3,0.5,0.389,0.012,1.9,0.909,12.0,8.5,0.454,11.5,3.5,3.5,2.345,0.341,4.5,3.916,3.75,0.181,0.057,0.256,0.266,1.649,0.217,3.981,0.788,0.958,0.52,0.018,2.257,0.908,0.139,7.2,7.0,5.391,0.367,5.5
74,claudiaregio,Human,0.641,14,14,3,3,0.429,156.621,56.102,204.998,0.641,2.0,2.0,0.286,1.5,1.286,1.0,0.488,0.159,1.273,0.467,0.5,57.186,0.0,143.675,0.175,140.703,39.712,206.239,0.673,164.572,135.725,56.102,175.915,0.605,170.485,4.667,6.0,3.215,0.286,3.0
75,chendave,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
76,mrsaldana,Human,0.851,52,48,7,3,1.0,43.796,4.624,85.234,0.775,16.0,12.0,0.222,8.0,3.333,4.0,1.155,0.133,2.182,1.468,1.75,42.976,0.055,104.203,26.985,52.996,1.409,104.523,0.78,44.336,54.522,1.366,103.581,0.781,60.106,6.857,6.0,5.757,0.375,3.5
77,mtrofin,Human,0.949,100,72,11,4,1.0,5.376,0.061,14.462,0.837,18.0,16.5,0.486,31.0,4.0,3.0,3.559,0.406,4.0,6.371,1.75,14.29,0.0,37.134,0.16,7.322,3.708,8.362,0.575,9.941,7.615,1.188,17.619,0.79,6.475,6.545,2.0,9.923,0.598,5.5
78,hairmare,Human,0.615,297,213,8,3,0.088,1.169,0.007,6.024,0.952,6.265,4.0,0.477,6.0,2.441,2.0,0.927,0.196,2.878,2.928,1.0,0.088,0.0,0.471,0.036,3.305,0.043,9.953,0.893,0.166,1.245,0.007,6.227,0.95,0.045,26.625,6.0,35.956,0.604,32.5
79,slavaleleka,Human,0.914,100,85,11,4,0.235,8.094,0.479,15.539,0.791,5.0,2.0,0.602,5.0,2.0,1.0,1.969,0.394,2.237,2.186,1.0,4.253,0.0,11.259,0.082,14.008,2.049,19.465,0.672,22.798,9.253,0.952,16.334,0.759,16.193,7.727,7.0,3.797,0.252,2.5
80,marcobebway,Human,0.914,100,94,12,2,0.25,8.764,0.092,37.379,0.931,11.75,7.0,0.489,5.0,3.5,2.5,2.39,0.339,2.293,4.854,1.0,4.493,0.0,15.565,0.009,15.772,0.135,55.069,0.916,1.667,6.984,0.067,39.316,0.943,0.636,7.833,3.5,8.632,0.546,11.0
81,raisedadead,Human,0.94,100,78,8,10,0.625,4.384,0.013,14.138,0.879,4.875,1.0,0.643,2.25,1.875,1.0,1.544,0.358,2.516,1.93,3.0,0.994,0.0,4.688,0.047,10.224,2.929,21.047,0.736,13.511,3.063,0.017,6.681,0.833,2.003,9.75,9.5,8.294,0.442,13.25
82,HTHou,Human,0.947,100,85,12,3,0.333,4.268,0.208,21.451,0.903,9.444,4.0,0.648,8.0,3.444,3.0,3.087,0.437,2.833,3.052,2.75,1.484,0.005,4.535,0.602,10.826,0.793,35.793,0.838,3.577,5.472,0.251,26.045,0.907,1.362,7.083,4.0,8.458,0.558,7.75
83,CKchen0726,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
84,acogoluegnes,Human,0.768,292,223,12,1,0.062,1.423,0.012,6.582,0.927,13.938,9.0,0.467,10.25,3.75,3.0,2.352,0.304,2.563,2.326,1.0,0.139,0.001,0.619,0.006,3.533,0.267,10.25,0.851,2.078,1.567,0.006,7.092,0.93,0.226,18.583,4.5,26.848,0.656,18.75
85,jpenilla,Human,0.937,100,78,12,10,0.556,3.836,0.165,7.315,0.789,4.333,2.5,0.566,3.0,2.278,2.0,1.994,0.375,2.438,3.047,2.0,2.845,0.0,11.407,0.153,6.591,1.346,9.193,0.675,10.433,4.743,0.236,8.06,0.752,6.705,6.5,5.5,5.792,0.459,6.5
86,zcorpan,Human,0.953,100,88,14,8,0.571,9.705,0.319,21.973,0.83,6.286,4.0,0.606,4.75,2.357,2.0,1.646,0.353,2.146,2.056,2.0,2.991,0.0,8.62,0.081,18.043,2.174,29.48,0.733,17.939,11.493,0.873,23.502,0.791,13.5,6.286,4.0,6.342,0.5,7.75
87,joerchan,Human,0.942,100,67,8,3,0.6,24.049,0.868,64.748,0.84,13.4,6.0,0.573,14.0,2.6,3.0,1.673,0.308,2.161,2.002,1.0,15.713,0.0,36.316,12.057,36.671,0.891,88.772,0.823,36.182,34.597,2.32,79.609,0.789,30.749,8.375,4.0,11.122,0.558,4.0
88,Vierkantor,Human,0.655,137,118,6,2,1.0,18.732,0.054,75.646,0.937,59.0,59.0,0.483,57.0,3.5,3.5,3.536,0.357,39.333,60.385,53.5,705.77,288.769,982.796,914.04,37.152,37.152,10.7,0.102,7.566,24.75,0.08,87.928,0.917,0.687,19.667,15.5,11.466,0.288,13.5
