,contributor,type,confidence,events,NA,NT,NOR,ORR,DCA_mean,DCA_median,DCA_std,DCA_gini,NAR_mean,NAR_median,NAR_gini,NAR_IQR,NTR_mean,NTR_median,NTR_std,NTR_gini,NCAR_mean,NCAR_std,NCAR_IQR,DCAR_mean,DCAR_median,DCAR_std,DCAR_IQR,DAAR_mean,DAAR_median,DAAR_std,DAAR_gini,DAAR_IQR,DCAT_mean,DCAT_median,DCAT_std,DCAT_gini,DCAT_IQR,NAT_mean,NAT_median,NAT_std,NAT_gini,NAT_IQR
10,ZachJW34,Human,0.85,30,28,8,1,0.333,51.254,0.025,245.457,0.949,9.333,11.0,0.31,6.5,3.333,3.0,2.517,0.333,9.333,6.658,6.5,30.892,3.047,50.881,44.804,645.598,645.598,894.864,0.49,632.765,3.844,0.009,11.202,0.883,0.082,3.5,2.5,3.162,0.375,1.25
11,jdorigao,Invalid,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
12,DHDAXCW,Human,0.913,100,99,9,5,0.25,19.84,0.516,57.38,0.862,4.95,2.0,0.593,1.5,1.7,1.0,1.031,0.276,1.868,2.167,1.0,3.808,0.0,14.251,0.03,33.509,2.872,75.257,0.803,24.049,18.844,0.364,38.908,0.812,3.837,11.0,4.0,24.042,0.703,2.0
13,dhgrajeda,Unknown,-,4,4,1,2,1.0,549.96,233.744,571.544,0.405,2.0,2.0,0.25,1.0,1.0,1.0,0.0,0.0,1.333,0.577,0.5,77.915,0.0,134.952,116.872,708.068,708.068,709.462,0.354,501.665,,,0.0,0.0,,4.0,4.0,0.0,0.0,0.0
14,anandhu720,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
15,oleksii-front,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
16,apeatling,Unknown,-,8,8,1,8,1.0,189.474,156.773,152.597,0.411,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,189.474,156.773,152.597,0.411,223.476,,,0.0,0.0,,8.0,8.0,0.0,0.0,0.0
17,amasad,Unknown,-,2,2,2,1,1.0,0.003,0.003,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.003,0.003,0.0,0.0,,,0.0,0.0,,0.003,0.003,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
18,qwordy,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19,angular-robot[bot],Bot,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20,frkv,Human,0.825,100,99,7,3,0.273,7.426,0.669,22.196,0.822,9.0,4.0,0.584,5.5,1.455,1.0,0.522,0.17,1.768,1.549,1.0,6.42,0.0,17.781,0.978,6.694,0.478,25.561,0.859,3.312,19.615,1.088,53.493,0.855,5.202,14.143,2.0,32.158,0.771,2.5
21,sarayourfriend,Human,0.955,100,83,14,6,0.857,4.437,0.048,14.139,0.907,11.857,7.0,0.554,18.0,4.429,3.0,4.315,0.47,3.952,5.643,2.0,6.858,0.0,20.478,0.186,10.993,0.435,19.767,0.753,15.451,5.233,0.045,15.298,0.893,0.434,5.929,5.5,5.567,0.419,5.0
22,PatrickRen,Human,0.947,100,85,9,7,0.636,17.403,0.317,61.231,0.859,7.727,3.0,0.543,11.5,2.273,1.0,1.794,0.371,2.297,2.493,1.0,10.575,0.0,30.708,0.726,29.739,3.049,89.52,0.834,18.198,20.794,1.597,71.015,0.847,14.402,9.444,11.0,7.435,0.405,8.0
23,rainersigwald,Human,0.936,100,81,11,4,0.4,1.878,0.109,8.026,0.893,8.1,3.0,0.636,2.5,2.6,2.5,1.776,0.315,2.189,2.58,1.0,2.833,0.0,11.529,0.053,1.261,0.394,2.846,0.746,0.931,2.564,0.147,9.602,0.88,0.778,7.364,4.0,7.514,0.469,6.5
24,MTCam,Invalid,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25,seddonm1,Human,0.951,99,91,14,7,0.412,20.807,0.258,49.368,0.82,5.353,4.0,0.465,4.0,2.647,2.0,1.539,0.303,2.333,2.343,2.0,13.319,0.0,43.253,0.097,35.611,9.917,66.608,0.741,43.997,21.25,0.144,55.305,0.854,11.462,6.5,3.0,11.654,0.616,3.75
26,imswk,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
27,jkotas,Human,0.87,100,88,11,4,0.8,0.57,0.047,1.148,0.791,17.6,4.0,0.668,13.0,3.0,2.0,3.391,0.453,3.259,5.841,1.5,0.756,0.0,1.341,0.566,1.123,0.191,1.669,0.699,1.432,0.799,0.198,1.24,0.707,1.081,8.0,5.0,8.319,0.512,10.0
28,pranavkanade,Unknown,-,9,9,3,1,1.0,86.663,40.612,116.369,0.633,9.0,9.0,0.0,0.0,3.0,3.0,0.0,0.0,9.0,0.0,0.0,693.303,693.303,0.0,0.0,,,0.0,0.0,,98.769,49.401,139.254,0.63,108.919,3.0,2.0,2.646,0.37,2.5
29,ArnaudLigny,Human,0.893,200,197,11,10,0.5,5.137,1.228,8.166,0.728,9.85,2.0,0.785,4.0,1.6,1.0,1.429,0.316,3.283,6.076,2.0,11.173,0.0,44.75,0.389,5.705,2.792,6.441,0.596,8.565,3.56,0.153,6.35,0.773,3.932,17.909,2.0,51.485,0.833,2.5
30,Iristyle,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
31,okJiang,Human,0.955,100,77,11,4,0.571,5.145,0.112,23.209,0.915,11.0,4.0,0.627,5.5,3.0,3.0,1.915,0.327,2.484,3.889,1.0,3.738,0.0,12.835,0.132,9.171,0.2,35.637,0.911,1.07,7.37,0.19,29.795,0.912,1.067,7.0,3.0,8.602,0.543,6.0
32,jori-nordic,Human,0.895,100,70,9,2,1.0,2.558,0.096,9.0,0.884,35.0,35.0,0.214,15.0,4.5,4.5,3.536,0.278,2.8,4.699,1.0,2.13,0.0,5.687,0.321,5.136,0.637,14.172,0.838,1.533,4.01,0.526,12.191,0.846,1.528,7.778,3.0,10.616,0.597,7.0
33,rtfpessoa,Human,0.959,47,44,11,5,0.714,37.731,0.474,84.207,0.824,6.286,3.0,0.584,3.5,2.429,2.0,1.512,0.303,2.933,3.674,1.5,16.231,0.003,48.828,0.638,98.498,33.587,126.612,0.62,151.122,55.956,4.157,101.964,0.765,71.296,4.0,2.0,6.293,0.57,1.0
34,dratwas,Unknown,-,2,2,1,2,1.0,309.983,309.983,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,309.983,309.983,0.0,0.0,0.0,,,0.0,0.0,,2.0,2.0,0.0,0.0,0.0
35,billybobza,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
36,daixiang0,Human,0.777,200,199,8,4,0.154,3.288,0.021,15.989,0.936,7.654,7.0,0.346,6.0,1.231,1.0,0.514,0.156,1.053,0.338,0.0,0.138,0.0,1.674,0.0,3.324,0.02,16.336,0.938,0.041,12.993,0.162,40.53,0.882,5.131,24.875,3.0,63.497,0.807,1.5
37,salvacmp,Unknown,-,1,1,1,1,1.0,,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,1.0,1.0,0.0,0.0,0.0
38,cgednalske,Bot,0.506,171,168,4,1,0.5,12.105,0.254,25.771,0.818,84.0,84.0,0.482,81.0,2.5,2.5,2.121,0.3,24.0,26.864,44.0,235.467,26.682,321.022,412.119,62.202,58.878,39.558,0.329,58.54,19.689,4.621,24.845,0.635,23.31,42.0,38.5,38.842,0.426,60.5
39,dimroc,Human,0.896,42,42,6,35,0.946,51.536,27.371,71.863,0.607,1.135,1.0,0.108,0.0,1.054,1.0,0.329,0.05,1.105,0.388,0.0,0.113,0.0,0.699,0.0,56.991,39.569,73.65,0.568,53.946,19.992,12.202,20.342,0.532,25.732,7.0,1.5,13.726,0.69,1.0
40,littlemilkstudio,Invalid,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
41,moshloop,Human,0.867,200,145,11,2,0.222,1.338,0.012,9.488,0.949,16.111,15.0,0.348,12.0,4.444,4.0,2.242,0.256,2.377,1.518,2.0,0.171,0.0,0.621,0.011,3.038,0.122,14.585,0.918,0.793,1.466,0.009,10.057,0.95,0.121,13.182,5.0,14.449,0.552,17.5
42,dlorenc,Human,0.899,46,43,7,3,0.429,42.384,0.1,102.083,0.861,6.143,2.0,0.525,8.0,2.429,2.0,1.813,0.353,1.654,1.018,1.0,21.576,0.0,78.471,0.225,48.765,0.034,120.765,0.867,3.341,43.711,0.074,113.735,0.879,0.666,6.143,4.0,6.914,0.492,4.5
43,AdamWr,Bot,0.69,163,147,4,2,0.333,0.88,0.072,3.783,0.858,24.5,1.5,0.79,1.75,1.333,1.0,0.816,0.208,9.8,15.391,14.0,6.291,0.0,12.89,3.061,2.442,0.367,5.043,0.764,1.162,0.968,0.039,4.166,0.858,0.306,36.75,34.5,34.798,0.434,55.25
44,CaoDonghui123,Unknown,-,1,1,1,1,1.0,,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,1.0,1.0,0.0,0.0,0.0
45,sips-uclouvain,Invalid,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
46,geissonator,Human,0.735,299,292,11,3,0.071,3.722,1.416,8.832,0.695,6.952,2.0,0.671,4.0,1.333,1.0,0.846,0.217,1.339,0.866,0.0,1.826,0.0,10.137,0.0,3.156,1.384,6.175,0.651,3.261,1.355,0.574,1.964,0.656,1.319,26.545,4.0,75.17,0.828,6.0
47,hbjORbj,Human,0.858,275,239,10,2,0.667,1.331,0.044,4.109,0.87,79.667,3.0,0.653,117.0,4.333,3.0,4.163,0.41,59.75,104.478,65.75,75.512,2.577,147.608,78.036,4.888,3.432,5.736,0.509,5.595,1.428,0.046,4.217,0.861,0.525,23.9,20.5,25.217,0.486,23.0
48,nmarotte,Human,0.941,19,19,7,3,0.75,107.031,0.129,294.745,0.871,4.75,4.0,0.197,1.25,2.0,2.0,0.816,0.188,2.111,1.054,2.0,16.307,0.082,47.847,0.981,222.476,26.709,425.341,0.763,182.397,148.337,0.081,356.539,0.842,51.118,2.714,2.0,2.43,0.376,1.0
49,softvision-raul-bucata,Bot,0.77,100,57,2,1,1.0,0.897,0.036,3.9,0.927,57.0,57.0,0.0,0.0,2.0,2.0,0.0,0.0,57.0,0.0,0.0,50.255,50.255,0.0,0.0,,,0.0,0.0,,1.516,0.07,4.474,0.855,0.828,28.5,28.5,20.506,0.254,14.5
50,Pound-Hash,Invalid,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
51,janvorli,Human,0.87,100,69,11,2,0.5,2.928,0.489,8.562,0.823,17.25,7.0,0.591,20.25,3.25,2.5,2.63,0.365,2.76,3.282,2.0,4.686,0.0,13.342,2.021,3.415,0.514,6.063,0.754,1.56,4.043,0.726,10.228,0.795,3.117,6.273,3.0,7.444,0.524,4.5
52,JianLi-RH,Invalid,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
53,Justin-Kwan,Human,0.903,18,18,4,13,1.0,118.353,66.043,171.872,0.64,1.385,1.0,0.256,0.0,1.154,1.0,0.555,0.123,1.385,1.387,0.0,0.117,0.0,0.42,0.0,167.541,105.132,184.373,0.491,154.598,97.095,55.829,130.342,0.604,151.027,4.5,2.5,5.196,0.5,5.0
54,pranav-prakash,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
55,danpaul000,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
56,CSAURABH,Unknown,-,8,8,3,1,0.5,90.89,28.955,158.492,0.72,4.0,4.0,0.0,0.0,2.0,2.0,1.414,0.25,4.0,0.0,0.0,100.162,100.162,100.491,71.058,435.903,435.903,0.0,0.0,0.0,14.491,14.491,20.455,0.499,14.464,2.667,1.0,2.887,0.417,2.5
57,Ay-355,Bot,0.686,97,97,2,7,1.0,22.751,23.994,5.623,0.073,13.857,1.0,0.795,0.0,1.0,1.0,0.0,0.0,8.818,13.006,9.0,189.838,0.0,312.317,227.981,9.588,8.939,7.477,0.416,9.606,11.237,9.766,7.2,0.318,5.567,48.5,48.5,61.518,0.448,43.5
58,rileyanderson,Human,0.778,298,245,9,1,0.25,7.772,0.068,22.427,0.88,61.25,51.5,0.446,59.75,5.25,6.0,2.363,0.202,5.326,4.935,3.0,20.432,0.017,48.137,4.603,21.255,2.555,39.445,0.767,20.758,8.353,0.047,24.21,0.885,1.409,27.222,19.0,20.981,0.398,21.0
59,flancast90,Unknown,-,4,4,2,2,0.667,683.06,458.298,701.934,0.439,1.333,1.0,0.167,0.5,1.0,1.0,0.0,0.0,1.333,0.577,0.5,152.766,0.0,264.598,229.149,795.441,795.441,953.753,0.424,674.405,795.441,795.441,953.753,0.424,674.405,2.0,2.0,1.414,0.25,1.0
60,bigsheeper,Human,0.862,100,93,8,2,0.5,3.056,0.068,17.659,0.932,23.25,20.5,0.487,35.75,2.5,1.5,2.38,0.4,2.514,2.077,2.0,2.421,0.006,5.394,0.905,5.32,0.044,27.846,0.951,0.41,4.303,0.07,22.073,0.928,0.738,11.625,8.5,11.904,0.45,8.25
61,vraravam,Human,0.931,100,88,11,5,0.357,1.877,0.015,5.579,0.891,6.286,4.0,0.448,6.5,2.714,2.5,1.59,0.312,1.913,1.774,1.0,0.581,0.0,1.773,0.023,3.035,0.012,7.452,0.863,1.06,2.343,0.015,6.365,0.879,1.122,8.0,5.0,9.349,0.5,6.0
62,davidlange6,Human,0.937,43,36,9,8,1.0,61.709,2.387,102.301,0.731,4.5,3.5,0.41,2.5,2.25,2.0,1.035,0.236,2.0,1.138,1.0,47.195,0.048,125.113,1.569,77.077,69.352,72.854,0.502,83.641,72.57,51.738,87.577,0.618,95.323,4.0,3.0,3.082,0.37,3.0
63,xushiwei,Human,0.9,100,65,8,4,0.5,10.544,0.024,29.362,0.887,8.125,3.5,0.587,7.25,1.75,1.5,1.035,0.268,2.167,1.859,1.0,10.438,0.002,42.228,0.003,12.471,0.043,30.673,0.852,5.558,12.16,0.019,34.472,0.893,0.257,8.125,3.0,12.654,0.575,5.0
64,juztamau5,Bot,0.848,100,100,2,1,0.5,3.083,0.299,7.065,0.826,50.0,50.0,0.13,13.0,1.5,1.5,0.707,0.167,10.0,13.992,11.25,29.57,2.767,54.592,16.03,1.057,0.263,1.34,0.612,2.222,3.609,0.021,8.627,0.826,0.297,50.0,50.0,66.468,0.47,47.0
65,ttung,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
66,utam0k,Human,0.941,100,83,10,5,0.455,4.955,0.176,12.028,0.846,7.545,6.0,0.427,5.0,2.545,2.0,1.572,0.312,2.075,1.73,1.0,2.84,0.001,8.696,0.46,7.505,0.342,14.871,0.793,8.766,6.759,0.213,14.147,0.815,5.996,8.3,6.5,6.325,0.399,6.25
67,hawkingrei,Human,0.888,100,100,9,4,0.667,0.663,0.078,2.071,0.835,16.667,4.0,0.597,30.75,2.5,2.0,1.871,0.344,2.041,2.071,1.0,1.086,0.0,3.654,0.075,0.26,0.06,0.724,0.78,0.148,0.709,0.074,2.206,0.845,0.287,11.111,8.0,13.523,0.569,10.0
68,WalshyDev,Human,0.927,100,83,10,3,0.5,7.095,0.188,11.98,0.757,13.833,9.5,0.524,14.0,4.5,4.5,2.881,0.327,4.611,6.05,5.0,18.823,0.003,37.076,13.359,14.294,13.951,13.373,0.483,20.027,7.282,0.188,11.802,0.74,13.907,8.3,7.0,6.783,0.425,7.0
69,lucasrodes,Human,0.896,100,91,10,2,0.667,2.126,0.125,6.369,0.841,30.333,3.0,0.601,41.0,4.333,3.0,3.215,0.308,13.0,21.595,7.0,24.281,1.742,35.747,44.691,3.562,1.342,5.801,0.649,2.043,2.313,0.045,7.732,0.884,0.893,9.1,5.5,14.594,0.577,4.5
70,cpuhrsch,Human,0.944,100,92,10,4,0.5,5.066,0.409,13.083,0.829,11.5,3.0,0.633,12.5,2.375,2.0,1.996,0.362,2.875,2.882,2.0,6.1,0.026,9.694,11.31,8.575,1.086,20.274,0.821,3.614,7.571,0.95,17.572,0.81,3.704,9.2,4.5,15.354,0.611,4.75
71,sHesl,Human,0.812,17,17,2,14,0.875,74.772,74.164,76.759,0.525,1.062,1.0,0.055,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.772,74.164,76.759,0.525,95.031,77.742,95.717,52.334,0.286,31.627,8.5,8.5,9.192,0.382,6.5
72,ScottyRJames,,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
73,NeQuissimus,Human,0.857,40,33,6,3,0.6,41.186,2.989,62.89,0.721,6.6,4.0,0.339,6.0,2.0,2.0,1.225,0.28,2.2,1.474,2.0,47.896,0.006,95.895,37.292,42.822,16.122,62.306,0.671,63.892,40.764,15.557,59.243,0.683,54.848,5.5,4.0,3.886,0.338,3.0
74,Zeropol,Unknown,-,1,1,1,1,1.0,,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,1.0,1.0,0.0,0.0,0.0
75,kornelski,Human,0.919,100,79,13,9,0.29,6.126,0.102,13.749,0.843,2.548,2.0,0.421,2.0,1.774,1.0,1.023,0.287,1.463,0.794,1.0,0.009,0.0,0.037,0.001,9.006,0.684,15.923,0.77,10.612,5.806,0.106,13.401,0.847,1.672,6.077,3.0,6.02,0.499,8.0
76,catap,Human,0.921,100,84,11,11,0.611,4.725,0.062,13.549,0.871,4.667,2.0,0.478,8.25,1.556,1.0,0.784,0.226,1.556,1.462,1.0,0.897,0.0,3.273,0.0,6.485,0.029,16.517,0.858,2.644,5.933,0.024,15.737,0.864,2.552,7.636,4.0,6.185,0.416,11.0
77,danielleadams,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
78,kumariko,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
79,dleach02,Human,0.951,100,93,11,3,0.5,5.556,0.053,16.273,0.887,15.5,1.5,0.762,2.5,2.5,1.5,2.739,0.433,5.812,8.596,7.0,29.237,0.0,55.911,22.203,2.89,0.262,7.649,0.829,0.606,7.132,0.09,18.437,0.864,2.363,8.455,2.0,17.043,0.725,2.5
80,leofang,Human,0.931,100,81,10,7,0.7,1.748,0.112,5.812,0.872,8.1,4.5,0.572,5.25,2.5,2.0,1.958,0.372,2.531,3.436,2.0,2.602,0.001,8.772,0.331,1.825,0.282,2.968,0.725,1.808,0.861,0.097,1.928,0.813,0.381,8.1,5.0,7.295,0.465,14.0
81,briis,Human,0.857,100,85,9,2,0.222,5.145,0.059,20.403,0.932,9.444,8.0,0.544,10.0,3.111,2.0,2.804,0.437,5.312,5.263,7.75,17.274,0.013,43.778,4.027,10.389,0.169,25.519,0.851,0.698,6.755,0.031,25.201,0.931,0.189,9.444,5.0,11.081,0.465,5.0
82,amymcgovern,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
83,poyea,Unknown,-,6,6,3,5,1.0,205.939,163.243,132.697,0.309,1.2,1.0,0.133,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,205.939,163.243,132.697,0.309,154.098,192.543,134.335,149.27,0.332,123.691,2.0,2.0,1.0,0.222,1.0
84,rth,Human,0.961,28,25,10,5,1.0,55.851,0.263,215.327,0.929,5.0,2.0,0.496,7.0,2.0,1.0,1.414,0.32,2.778,2.587,3.0,0.936,0.0,2.211,0.408,166.5,14.994,362.427,0.795,103.682,88.961,0.325,270.257,0.889,15.062,2.5,2.0,2.369,0.364,0.75
85,gysit,Human,0.944,100,71,9,3,1.0,17.042,0.208,46.006,0.865,23.667,10.0,0.554,29.5,3.667,2.0,3.786,0.424,3.737,5.031,3.0,46.192,0.0,128.145,2.557,17.516,0.225,36.599,0.804,12.626,18.248,0.92,37.457,0.805,14.651,7.889,5.0,9.854,0.513,4.0
86,SharakPL,Human,0.89,22,20,7,2,0.4,78.186,2.144,166.824,0.812,4.0,4.0,0.42,3.0,1.6,1.0,1.342,0.3,1.538,0.66,1.0,0.456,0.0,1.003,0.156,123.3,44.602,198.779,0.707,126.252,93.856,2.848,216.667,0.81,77.747,2.857,1.0,3.761,0.514,1.5
87,Skillz4Killz,Bot,0.834,100,69,4,1,1.0,24.002,0.001,167.512,0.978,69.0,69.0,0.0,0.0,4.0,4.0,0.0,0.0,69.0,0.0,0.0,1632.107,1632.107,0.0,0.0,,,0.0,0.0,,4.064,0.001,23.844,0.971,0.004,17.25,17.5,16.48,0.424,27.75
88,penguinwu,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
89,jamster10,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
90,turbo124,Human,0.864,100,81,10,2,0.333,0.952,0.042,3.06,0.874,13.5,7.5,0.451,17.25,3.667,3.0,2.805,0.348,1.688,1.223,1.0,0.245,0.0,1.113,0.005,1.371,0.197,3.886,0.853,0.369,0.734,0.034,2.596,0.883,0.328,8.1,6.5,8.608,0.453,3.5
91,blefaudeux,Human,0.956,100,89,10,8,1.0,3.007,0.057,12.371,0.929,11.125,1.0,0.796,0.0,1.875,1.0,2.475,0.408,8.091,15.725,3.5,11.303,0.0,30.187,0.788,14.031,3.308,21.929,0.68,20.26,3.818,0.051,13.254,0.901,0.374,8.9,6.0,11.318,0.5,5.75
92,iramazanli,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
93,isidorn,Human,0.947,100,78,12,3,0.5,6.185,0.53,14.046,0.812,13.0,3.0,0.611,21.5,2.833,1.5,2.563,0.422,2.69,1.966,3.0,7.893,0.026,19.03,1.875,8.834,2.231,17.061,0.75,5.262,6.728,0.759,14.641,0.793,3.752,6.5,3.0,7.833,0.564,6.5
